nquest,cliente,loja,a2,a3,c1a,c1b,c1c,c1d,c1e,c1f,c1g,c1h,c1i,c1j,c1k,c1l,c1m,c1n,c1o,c1p,c1q,c1r,c1s,c1t,c1u,c1v,c1w,c1x,c1_glo,c2a,c2b,c2c,c2d,c2e,c2f,c2_glo
1517.0,Restaurante,Aveiro,Ambos,Todos os dias,7.0,6.0,1.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1518.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,7.0,7.0,5.0,6.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
1519.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1520.0,Restaurante,Aveiro,Só artigos alimentares,Todos os dias,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0
1521.0,Restaurante,Aveiro,Ambos,Todos os meses,5.0,7.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,7.0,,6.0,6.0,5.0,5.0,6.0,7.0,,7.0,6.0,7.0,7.0,7.0
1522.0,Restaurante,Aveiro,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0
1523.0,Restaurante,Aveiro,Ambos,Todas as semanas,5.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,,6.0,5.0,5.0,5.0,5.0
1524.0,Restaurante,Aveiro,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0
1525.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,,6.0,5.0,5.0,6.0,6.0
1526.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1527.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1528.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1529.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,5.0,4.0,6.0,7.0,5.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0
1530.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,,6.0,6.0,6.0,6.0,6.0
1531.0,Hotel,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0
1532.0,Outros,Aveiro,Só artigos alimentares,Todos os meses,7.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,,4.0,6.0,4.0,5.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0
1533.0,Outros,Aveiro,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,1.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
1534.0,Outros,Aveiro,Ambos,Todos os meses,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,,6.0,6.0,6.0,7.0,6.0,6.0,,6.0,6.0,7.0,6.0,6.0
1535.0,Outros,Aveiro,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,,4.0,1.0,6.0,4.0,1.0,,1.0,1.0,1.0,3.0,2.0
1536.0,Outros,Aveiro,Só artigos não-alimentares,Todos os dias,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1537.0,Outros,Aveiro,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0
1538.0,Outros,Aveiro,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
1539.0,Hotel,Aveiro,Ambos,Todas as semanas,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1540.0,Hotel,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1541.0,Cafe/snack,Aveiro,Ambos,Todas as semanas,7.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,3.0,4.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0
1542.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,5.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
1543.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1544.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
1545.0,Cafe/snack,Aveiro,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1546.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0
1547.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1548.0,Cafe/snack,Aveiro,Ambos,Todos os meses,6.0,7.0,7.0,6.0,5.0,4.0,,5.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
1549.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,,4.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1550.0,Cafe/snack,Aveiro,Ambos,Todas as semanas,7.0,7.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,1.0,,4.0,5.0,3.0,6.0,5.0,1.0,,1.0,2.0,1.0,2.0,2.0
1551.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,4.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,4.0,,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1552.0,Cafe/snack,Aveiro,Só artigos alimentares,Todos os meses,6.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,7.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1553.0,Cafe/snack,Aveiro,Só artigos alimentares,Todos os meses,5.0,7.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,6.0,,3.0,4.0,2.0,1.0,4.0,6.0,,2.0,5.0,6.0,6.0,6.0
1554.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,,5.0,5.0,6.0,6.0,6.0
1555.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,4.0,7.0,7.0,3.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,7.0,1.0,5.0,3.0,,2.0,3.0,3.0,4.0,3.0
1556.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1557.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1558.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0
1559.0,Cafe/snack,Aveiro,Ambos,Todas as semanas,4.0,5.0,3.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0
1560.0,Cafe/snack,Aveiro,Só artigos alimentares,Todas as semanas,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,3.0,5.0,6.0,,6.0,4.0,6.0,6.0,6.0
1561.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1562.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1563.0,Retalho não-alimentar,Aveiro,Ambos,Todas as semanas,7.0,7.0,4.0,7.0,7.0,7.0,6.0,6.0,4.0,4.0,7.0,7.0,6.0,7.0,4.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1564.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todos os meses,6.0,7.0,5.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,4.0,5.0,6.0,2.0,4.0,,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0
1565.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
1566.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1567.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1568.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,7.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,,2.0,2.0,2.0,1.0,1.0
1569.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
1570.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,,7.0,5.0,6.0,6.0,6.0
1571.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,,5.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1572.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,6.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,5.0,4.0,5.0,4.0
1573.0,Retalho não-alimentar,Aveiro,Ambos,Todas as semanas,6.0,7.0,7.0,4.0,4.0,5.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,7.0,,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0
1574.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,3.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,7.0,4.0,4.0,6.0,7.0,5.0,6.0,5.0,,,,,,,
1575.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Raramente,5.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0
1576.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Todas as semanas,4.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,6.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,,5.0,4.0,4.0,6.0,4.0
1577.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Todas as semanas,7.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,,6.0,6.0,6.0,4.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0
1578.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Todos os meses,5.0,7.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0
1579.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,6.0,5.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,,,2.0,2.0,3.0,3.0
1580.0,Retalho não-alimentar,Aveiro,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1581.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todas as semanas,7.0,7.0,7.0,5.0,4.0,3.0,3.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,6.0,4.0
1582.0,Retalho não-alimentar,Aveiro,Só artigos não-alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,3.0,2.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
1583.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0
1584.0,Retalho não-alimentar,Aveiro,Ambos,Todas as semanas,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,5.0,,,,,,,
1585.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1586.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,6.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,,3.0,2.0,2.0,2.0,2.0
1587.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,7.0,7.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,4.0,6.0,1.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1588.0,Retalho não-alimentar,Aveiro,Ambos,Todas as semanas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0
1589.0,Retalho não-alimentar,Aveiro,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1590.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,6.0,,5.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1591.0,Retalho não-alimentar,Aveiro,Só artigos alimentares,Raramente,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,,6.0,6.0,6.0,5.0,6.0,7.0,,6.0,6.0,6.0,6.0,6.0
1592.0,Restaurante,Aveiro,Só artigos alimentares,Todos os dias,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1593.0,Restaurante,Aveiro,Só artigos alimentares,Todos os dias,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0
1594.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1595.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1596.0,Outros,Aveiro,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,5.0,4.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
1597.0,Outros,Aveiro,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,5.0,4.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
1598.0,Restaurante,Aveiro,Ambos,Todos os meses,4.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,,6.0,6.0,,7.0,7.0,7.0,7.0,7.0
1599.0,Outros,Aveiro,Ambos,Raramente,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1600.0,Outros,Aveiro,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0
1601.0,Restaurante,Aveiro,Só artigos alimentares,Todos os dias,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,
1602.0,Restaurante,Aveiro,Só artigos alimentares,Todas as semanas,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,7.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
